Mod:Item:MetaData, Localized Name
appliedenergistics2:spatial_storage_cell_16_cubed, §916³§r Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, §d128³§r  Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Cut Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Cut Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Spectral Moss
appliedenergistics2:facade:0, Cable Facade - Loamy Dirt
appliedenergistics2:facade:0, Cable Facade - White Sand
appliedenergistics2:facade:0, Cable Facade - White Sandstone
appliedenergistics2:facade:0, Cable Facade - Dried Sand
appliedenergistics2:facade:0, Cable Facade - Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Flesh
appliedenergistics2:facade:0, Cable Facade - Celestial Crystal
appliedenergistics2:facade:0, Cable Facade - Biome Essence Ore
appliedenergistics2:facade:0, Cable Facade - Ender Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Hive Block
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Bamboo Thatching
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Sacred Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Double Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Neutronium Block
appliedenergistics2:facade:0, Cable Facade - Infinity Block
appliedenergistics2:facade:0, Cable Facade - Crystal Matrix
appliedenergistics2:facade:0, Cable Facade - Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Andesite Pillar
appliedenergistics2:facade:0, Cable Facade - Diorite Pillar
appliedenergistics2:facade:0, Cable Facade - Granite Pillar
appliedenergistics2:facade:0, Cable Facade - Slate Pillar
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Slate Roof
appliedenergistics2:facade:0, Cable Facade - Slate Tile
appliedenergistics2:facade:0, Cable Facade - Slate Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Slate
appliedenergistics2:facade:0, Cable Facade - Clay Wall
appliedenergistics2:facade:0, Cable Facade - Crossed Clay Wall
appliedenergistics2:facade:0, Cable Facade - Diagonal Clay Wall
appliedenergistics2:facade:0, Cable Facade - White Painted Wood
appliedenergistics2:facade:0, Cable Facade - Orange Painted Wood
appliedenergistics2:facade:0, Cable Facade - Magenta Painted Wood
appliedenergistics2:facade:0, Cable Facade - Light Blue Painted Wood
appliedenergistics2:facade:0, Cable Facade - Yellow Painted Wood
appliedenergistics2:facade:0, Cable Facade - Lime Painted Wood
appliedenergistics2:facade:0, Cable Facade - Pink Painted Wood
appliedenergistics2:facade:0, Cable Facade - Gray Painted Wood
appliedenergistics2:facade:0, Cable Facade - Light Gray Painted Wood
appliedenergistics2:facade:0, Cable Facade - Cyan Painted Wood
appliedenergistics2:facade:0, Cable Facade - Purple Painted Wood
appliedenergistics2:facade:0, Cable Facade - Blue Painted Wood
appliedenergistics2:facade:0, Cable Facade - Brown Painted Wood
appliedenergistics2:facade:0, Cable Facade - Green Painted Wood
appliedenergistics2:facade:0, Cable Facade - Red Painted Wood
appliedenergistics2:facade:0, Cable Facade - Black Painted Wood
appliedenergistics2:facade:0, Cable Facade - Fertile Soil
appliedenergistics2:facade:0, Cable Facade - Olive Wood Planks
appliedenergistics2:facade:0, Cable Facade - Ironwood Planks
appliedenergistics2:facade:0, Cable Facade - Olive Wood
appliedenergistics2:facade:0, Cable Facade - Ironwood
appliedenergistics2:facade:0, Cable Facade - Olive Leaves
appliedenergistics2:facade:0, Cable Facade - Ironwood Leaves
appliedenergistics2:facade:0, Cable Facade - Apple Leaves
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Dense Construction Block
appliedenergistics2:facade:0, Cable Facade - Loom
appliedenergistics2:facade:0, Cable Facade - Fletching Table
appliedenergistics2:facade:0, Cable Facade - Smithing Table
appliedenergistics2:facade:0, Cable Facade - Cartography Table
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Log
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Log
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Log
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Log
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Log
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Log
appliedenergistics2:facade:0, Cable Facade - Smooth Stone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Quartz
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Blue Ice
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Soul Soil
appliedenergistics2:facade:0, Cable Facade - Block of Netherite
appliedenergistics2:facade:0, Cable Facade - Ancient Debris
appliedenergistics2:facade:0, Cable Facade - Moss Block
appliedenergistics2:facade:0, Cable Facade - Azaela Leaves
appliedenergistics2:facade:0, Cable Facade - Flower Spawning Block
appliedenergistics2:facade:0, Cable Facade - Fiery Stonebrick
appliedenergistics2:facade:0, Cable Facade - Fiery Lit Stonebrick
appliedenergistics2:facade:0, Cable Facade - Iron Spikes
appliedenergistics2:facade:0, Cable Facade - Wither Boss Death Muffler
appliedenergistics2:facade:0, Cable Facade - Ender Dragon Death Muffler
appliedenergistics2:facade:0, Cable Facade - Dark Oak Stone
appliedenergistics2:facade:0, Cable Facade - Entity Conveyor
appliedenergistics2:facade:0, Cable Facade - Painted Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Arcane Stone
appliedenergistics2:facade:0, Cable Facade - Arcane Stone Brick
appliedenergistics2:facade:0, Cable Facade - Ancient Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Stone Tile
appliedenergistics2:facade:0, Cable Facade - Ancient Rock
appliedenergistics2:facade:0, Cable Facade - Glyphed Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Barrier
appliedenergistics2:facade:0, Cable Facade - Eldritch Stone
appliedenergistics2:facade:0, Cable Facade - Porous Stone
appliedenergistics2:facade:0, Cable Facade - Greatwood Log
appliedenergistics2:facade:0, Cable Facade - Silverwood Log
appliedenergistics2:facade:0, Cable Facade - Greatwood Leaves
appliedenergistics2:facade:0, Cable Facade - Silverwood Leaves
appliedenergistics2:facade:0, Cable Facade - Greatwood Planks
appliedenergistics2:facade:0, Cable Facade - Silverwood Planks
appliedenergistics2:facade:0, Cable Facade - Amber Block
appliedenergistics2:facade:0, Cable Facade - Amber Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Flesh
appliedenergistics2:facade:0, Cable Facade - Crusted Taint
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Rock
appliedenergistics2:facade:0, Cable Facade - Taint Geyser
appliedenergistics2:facade:0, Cable Facade - Taintwood Log
appliedenergistics2:facade:0, Cable Facade - Ambient Grass Block
appliedenergistics2:facade:0, Cable Facade - Brass Block
appliedenergistics2:facade:0, Cable Facade - Thaumium Block
appliedenergistics2:facade:0, Cable Facade - Void Metal Block
appliedenergistics2:facade:0, Cable Facade - Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Advanced Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Infusion Speed Stone
appliedenergistics2:facade:0, Cable Facade - Infusion Cost Stone
appliedenergistics2:facade:0, Cable Facade - Vis Battery
appliedenergistics2:facade:0, Cable Facade - Empty Space
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
